yelp_id,name,rating,category_name,distance_station,latitude,longitude,city_bikes_id,category
wQMzD2Aw4ve0xzE9B9e1Vw,Simit Bakery,4.4,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'turkish', 'title': 'Turkish'}]",401.706104800421,49.2632345,-123.1087722,1,bakeries
cD-yIXTipTTN336R5c_MMg,Toshi Sushi,4.3,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",1109.9326180888622,49.256699,-123.101936,1,sushi
9UFuYUaXULHAcjPSm0cX5w,Ramen One,3.8,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'desserts', 'title': 'Desserts'}]",108.0030383742467,49.263407,-123.113706,1,ramen
sJ-mEiS2A5aFje7v3dhI4w,Cafe & Life Co.,4.3,"[{'alias': 'cafes', 'title': 'Cafes'}]",330.1994594896762,49.265218,-123.116184,1,cafes
NnaE4IKlc6XdYOUu4IOV5w,49th Parallel Coffee,4.1,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",1049.0763609144662,49.2591330651218,-123.10088478104,1,cafes
5nGTOnj9Fwb2hZUP3JQPVg,Pizzamia Gourmet Pizza Bar,4.7,"[{'alias': 'pizza', 'title': 'Pizza'}]",132.11204593768818,49.2633224,-123.1132569,1,pizza
cK5zMngEMDKVpMDMwrmbdg,La Ruota,3.9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",239.3663715698372,49.26457006285351,-123.1152291,1,pizza
yB24S-bsaJqaP3pQFpKpBw,The Flying Pig - Village,3.3,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",924.4162898793408,49.2694549333199,-123.10744805094537,1,newcanadian
vs_sg8N8nCWkZyyk5Xbeow,John 3:16 Malaysian Delights,4.1,"[{'alias': 'malaysian', 'title': 'Malaysian'}]",999.907112109297,49.26371,-123.12812,1,malaysian
eUf08fT2qf-l8Ofi--sETw,Banana Leaf,3.7,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'singaporean', 'title': 'Singaporean'}]",591.0680301495883,49.26302,-123.1225,1,malaysian
vOpLZp0G7WnrDMNZYVIilQ,Wendy's,2.5,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",136.55584144406004,49.26368,-123.11455,1,hotdogs
KN9zCrgwHj_iWQGEf3Vzyw,Tropika On Cambie,2.9,"[{'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'singaporean', 'title': 'Singaporean'}, {'alias': 'thai', 'title': 'Thai'}]",400.9096698431295,49.2589,-123.11538,1,malaysian
4sJgeCWPtd9Hx1OcXXmX_w,Joon's Kitchen,4.1,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'japanese', 'title': 'Japanese'}]",1044.7522229840108,49.25814006151812,-123.1271603431787,1,korean
mbXdf7JYd8bswptJ3Ye52Q,Fatburger,3.1,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",285.4781565463246,49.26331,-123.11074,1,burgers
_5cGjnjBRku08-LcEjv0cA,Blaze Gourmet Burgers,4.6,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",899.6455536464167,49.266709,-123.103814,1,burgers
NdEPf2Ls5Ql3_nkwjqKvXA,The Flying Pig,4.0,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",54.99091675773941,49.27501,-123.122,4,newcanadian
gV9lrbWr1CE1Jl0E58UO2g,Minami,4.2,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",106.40429058156566,49.2752733,-123.1207029,4,japanese
gt1BSfVFvzI-qHdJ3LUZug,Blue Water Cafe,4.4,"[{'alias': 'seafood', 'title': 'Seafood'}]",190.502212865383,49.2761945,-123.1209935,4,seafood
htvl5L_V-zKN0UvUgP60PQ,Robba da Matti,4.2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",108.89878886640875,49.2753397,-123.1208967,4,italian
xYDUAD4JGLVnQUB2i8njBA,Rodney's Oyster House,4.0,"[{'alias': 'seafood', 'title': 'Seafood'}]",103.40228883283163,49.274326,-123.123131,4,seafood
RIb01mB9pEJ3yeebyHb4XA,Cioppino's Mediterranean Grill,4.2,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'italian', 'title': 'Italian'}]",106.31532654871448,49.275522,-123.121794,4,mediterranean
kZN_-zju67rEQVUSaewRhA,Brix & Mortar,4.0,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",118.91559950033138,49.275633270546194,-123.12192123186074,4,wine_bars
QmkGDL-8zexdKV3Xcn8ZYg,OEB Breakfast Co. - Yaletown,4.3,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",222.4819795578938,49.27348,-123.119278,4,breakfast_brunch
UwQyc3prSQp3pnvdSSmlaQ,Tasty Indian Bistro,4.1,"[{'alias': 'indpak', 'title': 'Indian'}]",158.53507215565813,49.2744011,-123.1236818,4,indpak
rVuC98hyTNLaxtr5Y8rH9A,Elisa,4.2,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'salad', 'title': 'Salad'}]",159.3636627088522,49.27597599917006,-123.12142339325408,4,steak
